Time,Compass_mean,Compass_std,KeyTypeBack_Count,KeyTypeDel_Count,KeyTypeEnter_Count,KeyTypeEnter_raito,KeyType_Count,Lclick_Mean,Lclick_Std,Lclick_cnt,Lclick_doubleclick,Lclick_oneclick,Mclick_Mean,Mclick_Std,MouseSpeed_Max,MouseWheel_Mean,Mousedisplacement_Sum,Mousedisplacement_lower50,Posture_Front_Max,Posture_Front_Mean,Posture_Front_Std,Posture_Front_diffMax,Posture_Front_upperRaito,Posture_Rear_Max,Posture_Rear_Mean,Posture_Rear_Std,Posture_Rear_diffMax,Posture_Rear_upperRaito,Posture_RightLeft_Max,Posture_RightLeft_Mean,Posture_RightLeft_Std,Posture_RightLeft_diffMax,Posture_RightLeft_upperRaito,Q1,Q2,Q3,Q4,Rclick_Mean,Rclick_Std,Rotation_Max,Rotation_Mean,Rotation_Min,Rotation_Std,Rotation_lower05,Sag_mean,Sag_std,mistyping_Count,mistyping_raito
2018-09-24 17:29:13,306.52100840336135,35.9735893563305,24.0,2.0,3.0,0.12,25.0,0.6386554621848739,1.2870350398676138,40.0,14.0,20.0,0.0,0.0,997.0,0.0,142180.0,0.36134453781512604,1.0,0.45764705882352913,0.09631961169568935,0.65,0.33613445378151263,1.0,0.23226890756302523,0.07527843203834947,0.78,0.8235294117647058,1.0,0.512268907563025,0.062347263879044816,0.5,0.453781512605042,4.0,4.0,3.0,3.0,0.0,0.0,10.65,0.19731092436974795,-0.33,1.3369511847122078,0.9663865546218487,0.09747899159663861,0.9881897663836716,4.0,1.04
2018-09-24 17:39:13,292.75,41.05975354705064,10.0,0.0,1.0,1.0,1.0,0.775,1.6473176567331715,33.0,5.0,12.0,0.0,0.0,775.0,0.0,130267.0,0.425,0.55,0.42966666666666653,0.07659709423952307,0.26,0.36666666666666664,0.62,0.22441666666666663,0.050473319906748394,0.38,0.49166666666666664,0.71,0.4964166666666669,0.055998136723703705,0.26999999999999996,0.38333333333333336,4.0,4.0,3.0,3.0,0.016666666666666666,0.12855586584927864,0.67,0.042333333333333306,-0.31,0.08373360452417322,0.9916666666666667,0.055833333333333304,0.2396761937931017,4.0,10.0
2018-09-24 17:44:29,293.4621848739496,39.715682322031384,3.0,0.0,1.0,0.5,2.0,0.5126050420168067,1.1561592334945494,28.0,4.0,14.0,0.0,0.0,775.0,0.0,109210.0,0.3865546218487395,0.55,0.420672268907563,0.06705336974351828,0.21999999999999997,0.453781512605042,0.62,0.23495798319327732,0.05281682368047731,0.38,0.5294117647058824,0.71,0.48571428571428604,0.054439694960655365,0.26999999999999996,0.40336134453781514,4.0,4.0,2.0,2.0,0.01680672268907563,0.12909025073869193,0.67,0.0426050420168067,-0.31,0.09948564486238529,0.9831932773109243,0.057142857142857106,0.28000345898935763,3.0,1.5
2018-09-24 17:54:29,303.0840336134454,42.64826179857204,0.0,0.0,0.0,0.0,0.0,0.05042016806722689,0.21973556896362478,6.0,0.0,6.0,0.0,0.0,609.0,0.0,68220.0,0.24369747899159663,0.64,0.42436974789915943,0.07561766737626487,0.27,0.42016806722689076,0.52,0.25294117647058817,0.03897745852644141,0.23000000000000004,0.4957983193277311,0.57,0.4743697478991596,0.050583688927648675,0.22999999999999998,0.4117647058823529,4.0,4.0,2.0,2.0,0.008403361344537815,0.09166984970282119,0.53,0.0612605042016806,-0.28,0.10162705683576378,0.9831932773109243,0.04201680672268908,0.13180352501608478,1.0,0.0
2018-09-24 18:09:12,302.546218487395,39.048372413217805,0.0,2.0,0.0,0.0,0.0,0.06722689075630252,0.40612038870046535,4.0,0.0,2.0,0.0,0.0,789.0,0.0,68186.0,0.33613445378151263,1.0,0.4196638655462187,0.08792266221341134,0.54,0.3949579831932773,0.53,0.3029411764705883,0.12372298843141806,1.3599999999999999,0.5126050420168067,1.0,0.47865546218487387,0.06965927207496064,0.63,0.3697478991596639,4.0,4.0,2.0,2.0,0.0,0.0,13.61,0.1630252100840336,-2.3,1.4482183997095783,0.907563025210084,0.01008403361344538,0.3516052674021651,2.0,2.0
2018-09-24 18:19:12,307.71666666666664,42.84291874131021,0.0,14.0,0.0,0.0,0.0,0.4,0.8441593700343587,31.0,6.0,21.0,0.0,0.0,796.0,0.0,103403.0,0.13333333333333333,0.58,0.40716666666666657,0.09329796248537033,0.33,0.35833333333333334,1.0,0.33316666666666683,0.10368004543174304,0.6599999999999999,0.5416666666666666,1.0,0.4734999999999999,0.07622004853264874,0.5,0.35833333333333334,4.0,4.0,2.0,2.0,0.0,0.0,2.49,0.03608333333333333,-2.57,0.44416344904526667,0.925,0.105,1.3550931004637166,3.0,14.0
2018-09-24 18:22:11,300.781512605042,44.37535574722344,3.0,9.0,0.0,0.0,1.0,0.36134453781512604,0.8803994898020108,25.0,4.0,16.0,0.0,0.0,554.0,0.0,95541.0,0.19327731092436976,0.53,0.3978151260504203,0.10444493857048533,0.41000000000000003,0.3865546218487395,1.0,0.303109243697479,0.11650814985067151,0.6599999999999999,0.48739495798319327,1.0,0.4695798319327733,0.0911452087678088,0.5,0.33613445378151263,4.0,4.0,2.0,2.0,0.0,0.0,2.49,0.03714285714285712,-2.57,0.44600703585151613,0.9243697478991597,0.1369747899159664,1.3828774683895193,3.0,12.0
2018-09-24 18:32:11,301.6890756302521,44.59948846312251,0.0,1.0,0.0,0.0,0.0,0.5126050420168067,1.0959520759849493,33.0,8.0,19.0,0.0,0.0,668.0,0.0,99795.0,0.2857142857142857,0.5,0.42201680672268904,0.1110090837017081,0.81,0.42016806722689076,0.44,0.226638655462185,0.03659853916979937,0.21,0.4117647058823529,0.65,0.4911764705882355,0.0521434863668372,0.18,0.4369747899159664,4.0,4.0,2.0,2.0,0.008403361344537815,0.09166984970282116,0.65,0.037142857142857144,-1.47,0.1733036076826889,0.9747899159663865,0.08067226890756295,0.30760896124467646,2.0,1.0
2018-09-24 18:29:18,300.5378151260504,45.2246351637506,3.0,2.0,0.0,0.0,1.0,0.3865546218487395,0.9397912110124531,26.0,5.0,16.0,0.0,0.0,668.0,0.0,105090.0,0.2689075630252101,0.5,0.4221008403361342,0.08767112998693559,0.41000000000000003,0.42857142857142855,0.27,0.22226890756302534,0.025057120331453537,0.10999999999999999,0.40336134453781514,0.59,0.48277310924369754,0.07010795996475844,0.5,0.4117647058823529,4.0,4.0,1.0,1.0,0.008403361344537815,0.09166984970282113,0.25,0.03890756302521004,-0.36,0.07754484668500322,1.0,0.06974789915966376,0.3074097971181027,3.0,5.0
2018-09-24 18:39:18,295.0924369747899,42.79770934719237,0.0,5.0,0.0,0.0,3.0,0.4369747899159664,0.9445531224097345,30.0,8.0,17.0,0.0,0.0,694.0,0.0,85144.0,0.29411764705882354,0.75,0.38092436974789884,0.11300961108548531,0.81,0.44537815126050423,0.65,0.36798319327731094,0.11673945952442794,0.21,0.5126050420168067,0.76,0.5216806722689074,0.06412804098225822,0.33,0.5126050420168067,4.0,4.0,1.0,1.0,0.0,0.0,3.58,0.04739495798319326,-3.08,0.6138354858617872,0.8991596638655462,0.10840336134453764,0.29040586208678415,2.0,1.6666666666666667
