Time,Compass_mean,Compass_std,KeyTypeBack_Count,KeyTypeDel_Count,KeyTypeEnter_Count,KeyType_Count,Lclick_Mean,Lclick_Std,Lclick_doubleclick,Lclick_oneclick,Mclick_Mean,Mclick_Std,MouseSpeed_Max,MouseWheel_Mean,Mousedisplacement_Sum,Mousedisplacement_lower50,Posture_Front_Max,Posture_Front_Mean,Posture_Front_Std,Posture_Rear_Max,Posture_Rear_Mean,Posture_Rear_Std,Posture_RightLeft_Max,Posture_RightLeft_Mean,Posture_RightLeft_Std,Q1,Q2,Q3,Q4,Rclick_Mean,Rclick_Std,Rotation_Max,Rotation_Mean,Rotation_Std,Rotation_lower05,Sag_mean,Sag_std,mistyping_Count
2018-07-10 13:21:05,211.08333333333334,33.014271011117,40.0,0.0,140.0,262.0,0.05,0.2867113353714995,1.0,1.0,0.0,0.0,917.0,0.0,64944.0,0.5666666666666667,0.53,0.41083333333333344,0.1300233573106297,0.27,0.1881666666666667,0.06718281829044036,0.51,0.43700000000000017,0.07388263711993917,4.0,4.0,3.0,3.0,0.0,0.0,-0.31,-1.1930000000000003,0.447956944056919,0.11666666666666667,0.3133333333333333,0.12550463110729634,7.0
2018-07-10 13:26:05,214.56666666666666,33.55964418038612,45.0,0.0,98.0,83.0,0.18333333333333332,0.5963637459756623,3.0,2.0,0.0,0.0,1406.0,0.0,100799.0,0.43333333333333335,0.53,0.41316666666666674,0.11538427567674173,0.62,0.2036666666666668,0.08080037478237177,0.55,0.43433333333333335,0.09089697402557277,4.0,4.0,3.0,3.0,0.0,0.0,-0.33,-1.248,0.4232713598482617,0.08333333333333333,0.30833333333333346,0.1046246992044222,7.0
2018-07-10 13:36:09,224.0655737704918,42.54835243675091,5.0,0.0,5.0,1.0,0.4262295081967213,0.7178443748112033,8.0,10.0,0.0,0.0,1861.0,0.0,108743.0,0.16393442622950818,0.83,0.45540983606557356,0.1279136918719259,0.96,0.38639344262295083,0.16167903169433415,0.51,0.460983606557377,0.06769305523298497,4.0,4.0,3.0,3.0,0.0,0.0,1.13,-1.3137704918032787,0.7095542354991295,0.06557377049180328,0.31475409836065577,0.21278789562517444,3.0
2018-07-10 13:41:09,215.65573770491804,34.1554706432716,30.0,0.0,45.0,80.0,1.098360655737705,1.422496842794234,8.0,11.0,0.0,0.0,1318.0,0.0,153995.0,0.26229508196721313,0.6,0.3934426229508195,0.1317685501918881,0.45,0.21639344262295096,0.0856355219692787,0.53,0.43491803278688546,0.08137614209786698,4.0,4.0,3.0,3.0,0.0,0.0,0.92,-1.0895081967213116,0.627057749146781,0.08196721311475409,0.2770491803278689,0.128313993291133,6.0
2018-07-10 13:51:14,205.31147540983608,39.03184212221545,73.0,0.0,63.0,121.0,0.11475409836065574,0.48642781772625154,1.0,2.0,0.0,0.0,1320.0,0.0,55650.0,0.45901639344262296,0.91,0.4122950819672131,0.1302867791018842,0.97,0.47540983606557385,0.12905520486070815,0.97,0.4463934426229507,0.09206940836284412,4.0,3.0,3.0,3.0,0.0,0.0,-0.24,-1.254918032786885,0.38336937345428657,0.01639344262295082,0.31639344262295105,0.12407031322178093,9.0
2018-07-10 13:56:14,211.85245901639345,29.770699278302576,25.0,4.0,77.0,142.0,0.13114754098360656,0.3862386928686101,1.0,6.0,0.0,0.0,623.0,0.0,46901.0,0.6229508196721312,0.52,0.4177049180327868,0.09256337365327875,0.87,0.3750819672131149,0.22996103257450434,0.53,0.45065573770491796,0.07309511731205708,4.0,3.0,3.0,3.0,0.0,0.0,0.32,-1.2736065573770492,0.46887821015300346,0.04918032786885246,0.2918032786885246,0.13576337499145721,6.0
2018-07-10 14:06:21,211.16666666666666,32.519181649316494,29.0,0.0,26.0,63.0,0.2833333333333333,0.5551505114790762,3.0,11.0,0.0,0.0,920.0,0.0,60053.0,0.43333333333333335,0.75,0.41866666666666635,0.11912771478282677,0.94,0.40416666666666673,0.30390839201059133,0.5,0.44466666666666665,0.08385756015697227,4.0,2.0,3.0,2.0,0.0,0.0,0.31,-1.3201666666666665,0.7305709206206452,0.06666666666666667,0.32666666666666644,0.15389482063802232,6.0
2018-07-10 14:11:21,185.46666666666667,34.096307602002824,17.0,0.0,36.0,80.0,0.95,1.4192979883241634,6.0,15.0,0.0,0.0,827.0,0.0,61244.0,0.35,0.51,0.3464999999999999,0.11700825698808537,0.94,0.5653333333333334,0.23353195743033317,0.52,0.4233333333333334,0.07554696971267849,4.0,2.0,3.0,2.0,0.0,0.0,1.61,-0.9670000000000002,0.5559426259874579,0.13333333333333333,0.21500000000000005,0.1505076156640632,5.0
2018-07-10 14:22:20,213.75,40.452367888624394,9.0,0.0,6.0,0.0,1.0666666666666667,1.4828587446203951,9.0,8.0,0.0,0.0,1986.0,0.0,118672.0,0.23333333333333334,0.58,0.3989999999999998,0.14968554610203486,0.79,0.24816666666666673,0.15578659530536046,0.76,0.4301666666666666,0.10105363010892826,3.0,2.0,3.0,2.0,0.0,0.0,0.13,-1.1410000000000002,0.6062574829173001,0.16666666666666666,0.2716666666666667,0.142723706850597,4.0
2018-07-10 14:27:20,197.57692307692307,32.73306961092782,0.0,0.0,0.0,0.0,1.3846153846153846,1.9814524587165459,1.0,4.0,0.0,0.0,1392.0,0.0,54473.0,0.3076923076923077,0.58,0.35923076923076924,0.13552632443693222,1.03,0.4688461538461539,0.23413375532933178,0.5,0.4238461538461538,0.0807007768526139,3.0,2.0,3.0,2.0,0.0,0.0,-0.08,-1.2276923076923074,1.2969758908855866,0.23076923076923078,0.2846153846153846,0.41443195599983146,1.0
