Time,Compass_mean,Compass_std,KeyTypeBack_Count,KeyTypeDel_Count,KeyTypeEnter_Count,KeyType_Count,Lclick_Mean,Lclick_Std,Lclick_doubleclick,Lclick_oneclick,Mclick_Mean,Mclick_Std,MouseSpeed_Max,MouseWheel_Mean,Mousedisplacement_Sum,Mousedisplacement_lower50,Posture_Front_Max,Posture_Front_Mean,Posture_Front_Std,Posture_Rear_Max,Posture_Rear_Mean,Posture_Rear_Std,Posture_RightLeft_Max,Posture_RightLeft_Mean,Posture_RightLeft_Std,Q1,Q2,Q3,Q4,Rclick_Mean,Rclick_Std,Rotation_Max,Rotation_Mean,Rotation_Std,Rotation_lower05,Sag_mean,Sag_std,mistyping_Count
2018-10-01 10:29:37,39.47540983606557,4.09311029811906,19.0,18.0,2.0,22.0,0.21311475409836064,0.5512033532300232,1.0,8.0,0.04918032786885246,0.2843841010673605,988.0,0.0,107447.0,0.16393442622950818,0.87,0.4363934426229507,0.0840442896510573,1.0,0.8252459016393439,0.2647552741519172,0.5,0.3283606557377049,0.09941797838534791,4.0,4.0,3.0,3.0,0.0,0.0,2.18,0.35524590163934416,0.5296023871968386,0.6885245901639344,0.7229508196721313,0.43065587291283625,5.0
2018-10-01 10:34:37,40.08196721311475,5.040817003777639,47.0,13.0,9.0,76.0,0.8032786885245902,1.7871734865530684,4.0,4.0,0.21311475409836064,0.7982220680646182,1625.0,0.0,116125.0,0.2786885245901639,0.53,0.42540983606557387,0.06291724115830791,1.15,0.8281967213114757,0.1322813692692123,0.69,0.34393442622950815,0.1295798169536778,4.0,4.0,3.0,3.0,0.0,0.0,1.02,0.35163934426229515,0.1856356676204661,0.819672131147541,0.6524590163934427,0.3901309854297012,7.0
2018-10-01 10:43:00,40.75,9.788656527336604,7.0,8.0,1.0,17.0,0.35,0.9884931178656721,0.0,8.0,0.03333333333333333,0.18102033471939244,1272.0,0.0,119532.0,0.1,1.2,0.4596666666666667,0.13934430795045805,1.64,0.8809999999999997,0.20229781704126476,0.95,0.28500000000000003,0.20719678683458456,5.0,5.0,3.0,2.0,0.0,0.0,6.42,0.3588333333333332,2.132245646536801,0.6,0.6899999999999998,0.7539050877636604,4.0
2018-10-01 10:48:00,45.2,8.719353109266065,0.0,0.0,1.0,14.0,0.36666666666666664,1.1041779926932174,2.0,5.0,0.08333333333333333,0.5301636033600214,1033.0,0.0,71277.0,0.5833333333333334,1.0,0.5848333333333333,0.23005888462626303,1.0,0.7376666666666666,0.23502878775470534,0.93,0.42783333333333323,0.3198627442220224,5.0,5.0,3.0,2.0,0.0,0.0,8.31,0.4263333333333334,1.557625274953877,0.65,0.6966666666666667,0.3194097663974233,1.0
2018-10-01 11:29:36,47.57377049180328,7.588278277258602,0.0,0.0,1.0,0.0,0.22950819672131148,0.9200261341025554,1.0,0.0,0.0,0.0,1268.0,0.0,25855.0,0.8360655737704918,1.21,0.4650819672131149,0.14472529093446512,1.31,0.6477049180327871,0.1870150924624619,1.65,0.39622950819672126,0.26387600582108145,1.0,2.0,3.0,3.0,0.0,0.0,6.69,0.2359016393442623,1.8927822352727042,0.5409836065573771,0.6426229508196722,0.6474202695811131,1.0
2018-10-01 11:34:36,51.950819672131146,7.798346468981308,1.0,0.0,3.0,2.0,0.26229508196721313,0.7047845851573438,3.0,4.0,0.0,0.0,748.0,0.0,41421.0,0.7213114754098361,0.59,0.43852459016393436,0.10232034769249257,1.0,0.5988524590163934,0.21384650539312644,0.64,0.45524590163934436,0.1855496928711825,1.0,2.0,3.0,3.0,0.0,0.0,5.4,0.3759016393442623,1.148328316944796,0.6721311475409836,0.613114754098361,0.17461902324399978,2.0
2018-10-01 11:44:32,50.63333333333333,5.787088687779546,14.0,0.0,6.0,21.0,2.4833333333333334,2.9886319452141974,10.0,14.0,0.05,0.21978417765108266,765.0,0.0,121816.0,0.06666666666666667,0.5,0.42283333333333345,0.08401153404805403,1.0,0.6633333333333333,0.16603722950567712,1.81,0.4481666666666666,0.20159105833905416,4.0,3.0,3.0,2.0,0.0,0.0,3.43,0.37349999999999994,0.5727596739189977,0.85,0.6150000000000002,0.17833980135057548,4.0
2018-10-01 11:49:32,44.63333333333333,7.697604000247921,23.0,16.0,2.0,28.0,1.8666666666666667,2.8312222111730376,4.0,14.0,0.0,0.0,1161.0,0.0,107764.0,0.23333333333333334,0.91,0.44366666666666654,0.08042191004831464,0.71,0.44933333333333336,0.1898158489093447,0.46,0.3771666666666666,0.10476918402328018,4.0,3.0,3.0,2.0,0.0,0.0,0.87,0.32433333333333336,0.30296482240652817,0.8666666666666667,0.63,0.17103870114139538,6.0
2018-10-01 11:59:40,45.78333333333333,4.606891178189866,18.0,10.0,13.0,53.0,1.7333333333333334,1.459819662262323,17.0,8.0,0.06666666666666667,0.4061671471357937,746.0,0.0,105586.0,0.18333333333333332,0.51,0.45066666666666677,0.039094265332921964,0.71,0.5141666666666665,0.1067277808681486,0.6,0.4060000000000001,0.04625647000095394,5.0,4.0,3.0,2.0,0.06666666666666667,0.25154887429323153,1.53,0.35800000000000004,0.2699956057395084,0.9166666666666666,0.6866666666666669,0.5509519240359091,6.0
2018-10-01 12:04:40,40.733333333333334,5.868232970161496,18.0,0.0,2.0,18.0,1.8333333333333333,2.1797734812082035,7.0,12.0,0.0,0.0,811.0,0.0,141284.0,0.06666666666666667,0.5,0.4040000000000001,0.11560012902461866,1.14,0.6986666666666667,0.18148601913437554,0.56,0.30800000000000005,0.13956105522527845,5.0,4.0,3.0,2.0,0.0,0.0,4.35,0.35066666666666657,0.7467145363993235,0.85,0.6283333333333334,0.3953508061039028,5.0
