Time,Compass_mean,Compass_std,KeyTypeBack_Count,KeyTypeDel_Count,KeyTypeEnter_Count,KeyTypeEnter_raito,KeyType_Count,Lclick_Mean,Lclick_Std,Lclick_cnt,Lclick_doubleclick,Lclick_oneclick,Mclick_Mean,Mclick_Std,MouseSpeed_Max,MouseWheel_Mean,Mousedisplacement_Sum,Mousedisplacement_lower50,Posture_Front_Max,Posture_Front_Mean,Posture_Front_Std,Posture_Front_diffMax,Posture_Front_upperRaito,Posture_Rear_Max,Posture_Rear_Mean,Posture_Rear_Std,Posture_Rear_diffMax,Posture_Rear_upperRaito,Posture_RightLeft_Max,Posture_RightLeft_Mean,Posture_RightLeft_Std,Posture_RightLeft_diffMax,Posture_RightLeft_upperRaito,Q1,Q2,Q3,Q4,Rclick_Mean,Rclick_Std,Rotation_Max,Rotation_Mean,Rotation_Min,Rotation_Std,Rotation_lower05,Sag_mean,Sag_std,mistyping_Count,mistyping_raito
2018-10-01 10:29:37,40.43801652892562,4.07613493803356,79.0,20.0,16.0,0.12698412698412698,126.0,0.36363636363636365,0.9574271077563374,24.0,5.0,14.0,0.04132231404958678,0.23793186051458884,1054.0,0.0,159734.0,0.2975206611570248,0.87,0.4407438016528926,0.07066547116822329,0.55,0.48760330578512395,1.0,0.8145454545454542,0.20409148275548725,1.6600000000000001,0.4628099173553719,1.0,0.3621487603305789,0.10957650760671173,0.49,0.45454545454545453,4.0,4.0,3.0,3.0,0.008264462809917356,0.09090909090909083,2.18,0.38165289256198326,-1.66,0.4182290981177621,0.743801652892562,0.7057851239669419,0.33123443879452824,8.0,0.7857142857142857
2018-10-01 10:39:37,38.77685950413223,6.120304463158928,107.0,21.0,15.0,0.08823529411764706,170.0,0.6694214876033058,1.6901105967365297,26.0,6.0,8.0,0.10743801652892562,0.5744802417919735,1625.0,0.0,189872.0,0.33884297520661155,0.62,0.4279338842975208,0.07186697613614451,0.37,0.4462809917355372,1.0,0.8435537190082644,0.12910499282968768,0.44999999999999996,0.48760330578512395,0.95,0.32033057851239655,0.1627469092604502,0.71,0.45454545454545453,4.0,4.0,3.0,3.0,0.0,0.0,3.09,0.28388429752066136,-10.77,1.1110958343761548,0.7603305785123967,0.6586776859504132,0.431792662722825,11.0,0.7529411764705882
2018-10-01 10:43:00,39.958333333333336,7.747480841134974,63.0,8.0,10.0,0.08928571428571429,112.0,0.7083333333333334,1.7508501336425613,28.0,2.0,13.0,0.06666666666666667,0.33640045497359716,1625.0,0.0,230899.0,0.21666666666666667,1.0,0.44108333333333316,0.10379193661572457,0.51,0.475,1.0,0.8494166666666664,0.13854159848148112,0.5,0.4583333333333333,0.95,0.27666666666666667,0.1851473786493568,0.71,0.43333333333333335,5.0,5.0,3.0,2.0,0.0,0.0,6.42,0.35500000000000015,-10.77,1.5172298951120915,0.675,0.6925000000000001,0.5826861155405175,9.0,0.6339285714285714
2018-10-01 10:53:00,48.773109243697476,8.106742302500505,0.0,0.0,1.0,0.07142857142857142,14.0,0.18487394957983194,0.8021833189470974,10.0,2.0,5.0,0.04201680672268908,0.37721005215125497,1033.0,0.0,71277.0,0.7899159663865546,1.0,0.7025210084033612,0.2248095935863638,0.52,0.48739495798319327,1.0,0.8007563025210086,0.1924910724932526,0.37,0.3865546218487395,0.93,0.5815966386554619,0.27719228837463783,1.28,0.31932773109243695,5.0,5.0,3.0,2.0,0.0,0.0,8.31,0.38092436974789917,-5.12,1.1041946153051454,0.8235294117647058,0.670588235294117,0.24850500154448024,1.0,0.0
2018-10-01 11:29:36,49.760330578512395,7.076987110096628,0.0,0.0,1.0,1.0,0.0,0.11570247933884298,0.6606825087819929,4.0,1.0,0.0,0.0,0.0,1268.0,0.0,25855.0,0.9173553719008265,1.0,0.6430578512396694,0.22888804750797065,0.5,0.5371900826446281,1.0,0.7418181818181819,0.20217566619155725,0.66,0.4380165289256198,1.0,0.5565289256198346,0.24387397955980478,1.1400000000000001,0.4628099173553719,1.0,2.0,3.0,3.0,0.0,0.0,6.69,0.2729752066115702,-6.12,1.3442343822340526,0.7603305785123967,0.6421487603305783,0.46828624901793137,1.0,0.0
2018-10-01 11:39:36,48.34710743801653,7.603410138222686,1.0,0.0,3.0,1.5,2.0,0.47107438016528924,1.3233441235829357,23.0,7.0,9.0,0.024793388429752067,0.2727272727272731,881.0,0.0,109705.0,0.6776859504132231,0.63,0.4380991735537188,0.10129424177107982,0.66,0.4214876033057851,1.0,0.6321487603305782,0.23873697734665467,1.37,0.4214876033057851,1.0,0.43223140495867785,0.17422441277131523,1.32,0.38016528925619836,1.0,2.0,3.0,3.0,0.008264462809917356,0.09090909090909088,10.02,0.3731404958677687,-4.98,1.5950324098367885,0.6198347107438017,0.6198347107438019,0.3648332575096793,2.0,0.5
2018-10-01 11:44:32,47.675,6.315463881110669,14.0,0.0,6.0,0.2857142857142857,21.0,1.575,2.594961180713841,56.0,14.0,18.0,0.05,0.31355912956106397,881.0,0.0,183872.0,0.35833333333333334,0.63,0.4302500000000001,0.09285809631055421,0.53,0.48333333333333334,1.0,0.661,0.21482218560607613,1.37,0.5,1.0,0.4240833333333331,0.14119237626318903,0.6799999999999999,0.4083333333333333,4.0,3.0,3.0,2.0,0.008333333333333333,0.09128709291752773,10.02,0.36508333333333315,-4.98,1.433860626252847,0.7166666666666667,0.6174999999999999,0.366143311245403,4.0,0.6666666666666666
2018-10-01 11:54:32,45.40833333333333,7.102486052309383,40.0,17.0,7.0,0.13725490196078433,51.0,1.2916666666666667,2.2469244463904725,54.0,11.0,23.0,0.0,0.0,1161.0,0.0,218924.0,0.18333333333333332,1.0,0.44483333333333325,0.08450531616048637,0.53,0.48333333333333334,1.0,0.5677500000000001,0.20985974708213626,1.07,0.525,1.0,0.3691666666666667,0.1327826513253791,0.74,0.3416666666666667,4.0,3.0,3.0,2.0,0.016666666666666666,0.12855586584927864,5.56,0.30325000000000013,-5.16,0.8529879884285365,0.7916666666666666,0.6316666666666665,0.30041521219786455,8.0,1.1176470588235294
2018-10-01 11:59:40,45.975,5.564688338309795,30.0,11.0,18.0,0.23684210526315788,76.0,1.2083333333333333,1.4371764646264538,63.0,23.0,17.0,0.03333333333333333,0.2879464624997266,794.0,0.0,215393.0,0.15,1.0,0.44833333333333314,0.06852998280619489,0.53,0.475,1.0,0.5993333333333335,0.1585105745396702,0.38,0.5583333333333333,1.0,0.3832499999999998,0.11699430784113762,0.74,0.425,5.0,4.0,3.0,2.0,0.041666666666666664,0.20066416332413956,5.56,0.3196666666666665,-5.16,0.8479990618883878,0.8166666666666667,0.66,0.47640107387922354,7.0,0.5394736842105263
2018-10-01 12:09:40,47.68333333333333,10.710854726098447,50.0,8.0,19.0,0.21348314606741572,89.0,1.525,1.8829732433824218,71.0,15.0,27.0,0.016666666666666666,0.18257418583505539,811.0,0.0,233247.0,0.16666666666666666,1.0,0.42091666666666666,0.11272034133260975,0.61,0.49166666666666664,1.0,0.6945833333333334,0.15682723906632182,0.38,0.5666666666666667,0.56,0.3370833333333333,0.14311889535376845,0.18,0.375,5.0,4.0,3.0,2.0,0.016666666666666666,0.1825741858350554,5.17,0.37466666666666676,-3.03,0.7690274697952733,0.8083333333333333,0.6366666666666663,0.32043387952658753,8.0,0.651685393258427
