Time,Compass_mean,Compass_std,KeyTypeBack_Count,KeyTypeDel_Count,KeyTypeEnter_Count,KeyType_Count,Lclick_Mean,Lclick_Std,Lclick_doubleclick,Lclick_oneclick,Mclick_Mean,Mclick_Std,MouseSpeed_Max,MouseWheel_Mean,Mousedisplacement_Sum,Mousedisplacement_lower50,Posture_Front_Max,Posture_Front_Mean,Posture_Front_Std,Posture_Rear_Max,Posture_Rear_Mean,Posture_Rear_Std,Posture_RightLeft_Max,Posture_RightLeft_Mean,Posture_RightLeft_Std,Q1,Q2,Q3,Q4,Rclick_Mean,Rclick_Std,Rotation_Max,Rotation_Mean,Rotation_Std,Rotation_lower05,Sag_mean,Sag_std,mistyping_Count
2018-09-21 13:09:35,307.03333333333336,33.78544800909322,0.0,0.0,0.0,0.0,0.85,0.9711953145392797,12.0,17.0,0.05,0.28671133537149973,387.0,0.0,41594.0,0.2833333333333333,0.5,0.437,0.06684918518068889,0.3,0.2168333333333335,0.03427167959990975,0.53,0.47900000000000026,0.04627478721942858,5.0,5.0,5.0,5.0,0.05,0.2197841776510827,1.39,0.655,0.17435109717104094,0.15,-0.65,0.348118429098441,1.0
2018-09-21 13:14:35,310.52542372881356,24.72214973090646,0.0,0.0,0.0,0.0,0.2542372881355932,0.5443509371017496,3.0,9.0,0.03389830508474576,0.18252082497293803,750.0,0.0,21632.0,0.559322033898305,0.53,0.44101694915254236,0.1050893694425949,0.58,0.22355932203389842,0.06087756825608112,0.58,0.4761016949152542,0.05433030998701028,5.0,5.0,5.0,5.0,0.03389830508474576,0.18252082497293803,2.72,0.6010169491525421,0.5696723042157937,0.13559322033898305,-0.6576271186440682,0.21671798759782535,1.0
2018-09-21 13:37:00,328.6271186440678,18.66390422352706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198.0,0.0,356.0,0.9830508474576272,0.51,0.4725423728813559,0.04485967470860671,0.32,0.27237288135593213,0.037432190786432576,0.52,0.48745762711864415,0.02138265655078683,5.0,5.0,5.0,5.0,0.0,0.0,0.93,0.7089830508474575,0.08703338470150876,0.01694915254237288,-0.7983050847457622,0.13063706690507737,1.0
2018-09-21 13:42:00,315.96666666666664,27.533626077430327,0.0,0.0,0.0,0.0,0.05,0.21978417765108266,0.0,3.0,0.0,0.0,328.0,0.0,4355.0,0.9,0.5,0.4506666666666669,0.054860892392708076,0.46,0.31016666666666676,0.07549815727163431,0.81,0.476,0.060511940270117234,5.0,5.0,5.0,5.0,0.0,0.0,1.3,0.6455,0.22768119995634103,0.08333333333333333,-0.7366666666666666,0.16047246626564488,1.0
2018-09-21 13:52:21,316.8,24.82876953475886,0.0,0.0,0.0,0.0,0.26666666666666666,0.6342396132422272,3.0,7.0,0.0,0.0,1246.0,0.0,39646.0,0.6833333333333333,0.51,0.4571666666666668,0.048645785319784196,0.31,0.23250000000000007,0.0327095590651615,0.53,0.4735000000000002,0.04237944017035314,3.0,5.0,5.0,4.0,0.0,0.0,0.99,0.6629999999999999,0.13186150927059284,0.06666666666666667,-0.7899999999999997,0.15912898509795464,1.0
2018-09-21 13:57:21,317.2542372881356,25.171544703698853,0.0,0.0,0.0,0.0,0.03389830508474576,0.18252082497293803,0.0,2.0,0.0,0.0,271.0,0.0,3080.0,0.9322033898305084,0.85,0.4627118644067797,0.07413479122923318,0.31,0.23593220338983042,0.05831302699633386,0.52,0.4710169491525424,0.041468513824439314,3.0,5.0,5.0,4.0,0.0,0.0,1.32,0.6555932203389828,0.20231650849205596,0.01694915254237288,-0.7864406779661015,0.17563444316852733,1.0
2018-09-21 14:09:42,313.81666666666666,26.65822076702188,0.0,0.0,0.0,0.0,0.05,0.28671133537149956,1.0,1.0,0.0,0.0,195.0,0.0,3669.0,0.9333333333333333,0.5,0.45350000000000007,0.06210502313263465,0.51,0.25966666666666666,0.046649310735426684,0.64,0.4855,0.04151475130927784,2.0,2.0,5.0,3.0,0.016666666666666666,0.12909944487358055,1.15,0.5391666666666667,0.7209769541126692,0.18333333333333332,-0.8666666666666665,0.20056417601497276,1.0
2018-09-21 14:14:42,294.7457627118644,38.37276028299015,0.0,0.0,0.0,0.0,0.2542372881355932,0.6043868462871543,2.0,8.0,0.0,0.0,478.0,0.0,12430.0,0.6779661016949152,0.5,0.4220338983050847,0.07749926942963661,0.63,0.3123728813559323,0.0932615710312121,1.03,0.4706779661016948,0.09473855870835678,2.0,2.0,5.0,3.0,0.01694915254237288,0.13018891098082389,12.44,0.7189830508474577,1.6690754150388425,0.23728813559322035,-0.7372881355932198,0.23989818607983487,1.0
2018-09-21 14:24:48,303.46666666666664,34.685251428621164,0.0,0.0,0.0,0.0,0.15,0.5150283849343992,1.0,4.0,0.016666666666666666,0.1290994448735807,538.0,0.0,10877.0,0.7666666666666667,0.72,0.4458333333333334,0.07846604937139884,0.38,0.26533333333333337,0.04362656113147348,0.59,0.4711666666666667,0.050793422324277665,2.0,2.0,5.0,3.0,0.0,0.0,2.72,0.6858333333333332,0.3097964978118655,0.18333333333333332,-0.8266666666666667,0.248293611504856,1.0
2018-09-21 14:29:48,302.4166666666667,35.58579590309169,9.0,1.0,11.0,23.0,0.8,0.8596412337989945,8.0,23.0,0.05,0.2867113353714998,691.0,0.0,51566.0,0.13333333333333333,0.5,0.4244999999999999,0.0730085901609402,0.4,0.26233333333333325,0.0987097554409342,0.57,0.47566666666666674,0.042759344965994324,2.0,2.0,5.0,3.0,0.05,0.21978417765108266,4.57,0.6306666666666667,0.6128838933000825,0.2,-0.788333333333333,0.2643134160819386,4.0
2018-09-21 14:39:36,230.48333333333332,123.1578141050792,8.0,0.0,4.0,13.0,0.75,1.1142375975207504,9.0,10.0,0.0,0.0,780.0,0.0,49005.0,0.4,0.5,0.423,0.07265661051031393,0.39,0.25033333333333335,0.049092326255486624,0.54,0.44900000000000007,0.06905414235417877,5.0,4.0,4.0,4.0,0.08333333333333333,0.334038801494609,7.17,0.6160000000000001,1.1781718098644705,0.31666666666666665,-0.7883333333333332,0.3103260541543454,3.0
2018-09-21 14:44:36,298.6271186440678,38.668751665236755,7.0,0.0,8.0,38.0,0.5254237288135594,0.9533232654208923,4.0,8.0,0.0,0.0,588.0,0.0,21701.0,0.559322033898305,10.76,0.6006779661016951,1.3476670319440531,0.37,0.2296610169491526,0.059276270233045936,10.8,0.6477966101694917,1.3453996557831474,5.0,4.0,4.0,4.0,0.05084745762711865,0.221571877771722,10.95,0.7477966101694916,1.3615331973824647,0.288135593220339,-0.7186440677966103,0.23814989214357266,4.0
2018-09-21 14:54:36,298.7,37.74549024583341,4.0,1.0,4.0,11.0,0.7333333333333333,1.147830180947419,6.0,9.0,0.0,0.0,817.0,0.0,50053.0,0.35,0.5,0.41833333333333333,0.08659601640085515,0.32,0.2250000000000001,0.03670773252488697,0.52,0.4581666666666669,0.05619251613921996,4.0,5.0,5.0,5.0,0.03333333333333333,0.18102033471939244,0.91,0.5870000000000001,0.14230904541447698,0.3,-0.7133333333333332,0.22206020459163053,3.0
2018-09-21 14:59:36,291.1333333333333,37.532118072467604,13.0,3.0,2.0,2.0,0.4166666666666667,0.8495595402497575,5.0,6.0,0.0,0.0,908.0,0.0,84132.0,0.1,0.59,0.42766666666666675,0.08741808110428187,0.34,0.22616666666666688,0.03682720377456193,0.55,0.4593333333333335,0.06490845356833552,4.0,5.0,5.0,5.0,0.0,0.0,3.41,0.5198333333333333,0.752623640761283,0.31666666666666665,-0.7149999999999996,0.45689630912071866,4.0
2018-09-21 15:09:26,291.15,43.728292435470586,0.0,3.0,0.0,0.0,0.5333333333333333,0.8530437361701974,5.0,15.0,0.016666666666666666,0.12909944487358072,516.0,0.0,59209.0,0.03333333333333333,0.81,0.41600000000000015,0.09768854000064502,0.46,0.30016666666666675,0.0852412660999805,1.06,0.46499999999999997,0.10587008348098717,5.0,5.0,5.0,5.0,0.016666666666666666,0.12909944487358063,4.37,0.5646666666666665,0.8220570862825431,0.3333333333333333,-0.7366666666666665,0.37550718996780097,2.0
2018-09-21 15:14:26,281.89830508474574,43.10440209347942,0.0,0.0,0.0,0.0,0.1016949152542373,0.3048411261871977,0.0,6.0,0.0,0.0,344.0,0.0,20384.0,0.5084745762711864,0.5,0.3966101694915255,0.10503874768621349,0.56,0.2266101694915256,0.06673700750453555,0.61,0.4483050847457627,0.06275712742521845,5.0,5.0,5.0,5.0,0.0,0.0,1.1,0.5245762711864408,0.20786535789650576,0.4745762711864407,-0.666101694915254,0.33041779690918455,1.0
2018-09-21 15:24:41,290.0,41.060930335295616,8.0,2.0,5.0,18.0,0.576271186440678,0.9322458945731901,9.0,7.0,0.0,0.0,555.0,0.0,48955.0,0.2033898305084746,0.5,0.41084745762711866,0.09178851508792146,0.34,0.24440677966101695,0.04839746311535697,0.69,0.4542372881355933,0.07609439214986165,4.0,3.0,3.0,3.0,0.03389830508474576,0.182520824972938,1.0,0.533728813559322,0.2237447614881646,0.3220338983050847,-0.6949152542372881,0.20796528955536797,3.0
2018-09-21 15:29:41,292.9166666666667,37.64071527385849,17.0,1.0,6.0,15.0,0.2833333333333333,0.7385663314751763,1.0,6.0,0.0,0.0,378.0,0.0,22429.0,0.48333333333333334,13.17,0.6393333333333332,1.6466369081690821,0.31,0.20650000000000007,0.051348757679755365,13.3,0.6714999999999999,1.660602121755739,4.0,3.0,3.0,3.0,0.0,0.0,13.39,0.8518333333333331,1.8871568532320164,0.26666666666666666,-0.765,0.2748343106402197,5.0
2018-09-21 15:41:01,291.45,41.69681733983047,3.0,4.0,3.0,11.0,0.85,1.3254356495194128,8.0,11.0,0.0,0.0,622.0,0.0,67177.0,0.05,0.5,0.41683333333333344,0.0962252242673964,0.29,0.21866666666666681,0.051501741509691404,0.53,0.4493333333333334,0.06744405507508983,3.0,2.0,3.0,3.0,0.06666666666666667,0.25154887429323153,2.41,0.5783333333333335,0.280297461042134,0.4,-0.6783333333333332,0.3014606625638681,2.0
2018-09-21 15:46:01,295.23728813559325,40.08281899674587,0.0,1.0,0.0,0.0,0.01694915254237288,0.13018891098082389,0.0,1.0,0.0,0.0,240.0,0.0,1025.0,0.9661016949152542,1.0,0.7849152542372879,0.21876907113994484,1.0,0.7777966101694914,0.5842710394795532,0.68,0.5305084745762711,0.15008530595922553,3.0,2.0,3.0,3.0,0.0,0.0,3.35,0.6098305084745762,0.5526253689105576,0.288135593220339,-0.7355932203389828,0.2123454503823222,2.0
2018-09-21 15:54:31,285.6779661016949,39.32773027020155,0.0,0.0,6.0,9.0,0.1864406779661017,0.5405800292019176,1.0,6.0,0.0,0.0,1228.0,0.0,28478.0,0.7796610169491526,10.54,0.5913559322033899,1.320216097289299,0.3,0.2152542372881357,0.04057160261355692,10.69,0.6379661016949153,1.33367366589693,3.0,3.0,3.0,3.0,0.05084745762711865,0.2890966199041016,10.43,0.6933898305084748,1.3020005961245145,0.4576271186440678,-0.6915254237288134,0.271831676868952,1.0
2018-09-21 15:59:31,293.76666666666665,39.185074409744026,5.0,0.0,1.0,2.0,0.5833333333333334,1.0937676552247362,4.0,9.0,0.03333333333333333,0.1810203347193924,583.0,0.0,35067.0,0.5333333333333333,16.0,0.8860000000000006,2.4625824945314783,0.29,0.2106666666666667,0.04433564838269678,15.9,0.9223333333333336,2.4413356768387358,3.0,3.0,3.0,3.0,0.0,0.0,22.94,1.1894999999999998,3.491484277155938,0.31666666666666665,-0.7399999999999998,0.31038521719123063,2.0
2018-09-21 16:13:19,299.8333333333333,37.60642149757282,0.0,0.0,0.0,0.0,0.1,0.573422670742999,1.0,0.0,0.0,0.0,170.0,0.0,1374.0,0.95,15.2,1.0571666666666664,1.865805675628906,1.0,0.8328333333333332,0.1976994094507496,15.02,0.9588333333333332,1.8543673521813735,1.0,1.0,2.0,4.0,0.0,0.0,14.77,0.7588333333333334,1.858333581616867,0.3,-0.7383333333333332,0.264953892161922,1.0
2018-09-21 16:18:19,302.6166666666667,36.82762948908483,0.0,0.0,0.0,0.0,0.15,0.633125151630481,2.0,1.0,0.05,0.28671133537149984,578.0,0.0,9560.0,0.8833333333333333,0.59,0.4320000000000001,0.08444835950880758,0.74,0.2488333333333335,0.09740865632829365,0.9,0.47150000000000014,0.10713250151730767,1.0,1.0,2.0,4.0,0.0,0.0,4.67,0.596333333333333,0.8321932766596433,0.26666666666666666,-0.7666666666666664,0.347712459946807,1.0
2018-09-21 16:24:42,293.18333333333334,37.21831682578664,0.0,5.0,0.0,0.0,0.16666666666666666,0.4572084295183093,2.0,6.0,0.016666666666666666,0.1290994448735807,687.0,0.0,58572.0,0.2833333333333333,0.5,0.41899999999999993,0.0737770346886999,0.42,0.22116666666666684,0.04991829482456399,0.57,0.4676666666666666,0.05013090209274883,3.0,5.0,3.0,5.0,0.0,0.0,1.41,0.5496666666666665,0.23272131195820467,0.38333333333333336,-0.7633333333333332,0.3668309852662563,3.0
2018-09-21 16:29:42,284.8305084745763,40.71014130298997,0.0,2.0,0.0,0.0,0.03389830508474576,0.18252082497293803,0.0,2.0,0.0,0.0,466.0,0.0,51086.0,0.11864406779661017,13.7,0.6432203389830508,1.7308075060582182,0.3,0.22118644067796617,0.037832878684110095,26.79,0.9128813559322035,3.427471698541299,3.0,5.0,3.0,5.0,0.0,0.0,13.82,0.7825423728813561,1.734100773848867,0.3559322033898305,-0.730508474576271,0.2313783565774045,2.0
