Time,Compass_mean,Compass_std,KeyTypeBack_Count,KeyTypeDel_Count,KeyTypeEnter_Count,KeyTypeEnter_raito,KeyType_Count,Lclick_Mean,Lclick_Std,Lclick_cnt,Lclick_doubleclick,Lclick_oneclick,Mclick_Mean,Mclick_Std,MouseSpeed_Max,MouseWheel_Mean,Mousedisplacement_Sum,Mousedisplacement_lower50,Posture_Front_Max,Posture_Front_Mean,Posture_Front_Std,Posture_Front_diffMax,Posture_Front_upperRaito,Posture_Rear_Max,Posture_Rear_Mean,Posture_Rear_Std,Posture_Rear_diffMax,Posture_Rear_upperRaito,Posture_RightLeft_Max,Posture_RightLeft_Mean,Posture_RightLeft_Std,Posture_RightLeft_diffMax,Posture_RightLeft_upperRaito,Q1,Q2,Q3,Q4,Rclick_Mean,Rclick_Std,Rotation_Max,Rotation_Mean,Rotation_Min,Rotation_Std,Rotation_lower05,Sag_mean,Sag_std,mistyping_Count,mistyping_raito
2018-08-31 13:20:33,44.231404958677686,4.508806809231819,0.0,0.0,2.0,0.2857142857142857,7.0,0.6859504132231405,1.3906416855253043,31.0,9.0,7.0,0.024793388429752067,0.27272727272727365,1729.0,0.0,88483.0,0.5785123966942148,1.0,0.7390082644628102,0.2334216676556174,0.5700000000000001,0.5619834710743802,1.0,0.624710743801653,0.3402182495109214,0.77,0.5454545454545454,1.0,0.7031404958677686,0.24893450630587965,0.85,0.5950413223140496,4.0,4.0,4.0,4.0,0.0,0.0,76.11,56.118181818181824,20.0,15.87137522921901,0.0,4.266115702479338,1.3226585424192863,1.0,0.0
2018-08-31 13:30:33,43.52066115702479,4.0085308479826685,0.0,0.0,0.0,0.0,0.0,0.024793388429752067,0.2727272727272743,1.0,0.0,0.0,0.0,0.0,906.0,0.0,14120.0,0.9504132231404959,1.0,0.7173553719008264,0.24159459360342112,0.5900000000000001,0.5867768595041323,1.0,0.6553719008264463,0.32859813684375977,0.79,0.512396694214876,1.0,0.7352066115702479,0.25900160608753536,0.62,0.5206611570247934,4.0,4.0,4.0,4.0,0.0,0.0,76.03,56.853305785123965,16.4,15.034303519420167,0.0,4.4388429752066125,1.658682805764183,1.0,0.0
2018-08-31 13:35:26,42.56666666666667,4.382419678772944,0.0,0.0,0.0,0.0,0.0,0.30833333333333335,0.7970094664656466,19.0,10.0,6.0,0.025,0.20343685659646046,855.0,0.0,51058.0,0.75,1.0,0.7299999999999998,0.2439107151701005,0.5900000000000001,0.5583333333333333,1.0,0.6210833333333331,0.3236161120141921,0.77,0.5666666666666667,1.0,0.6897500000000001,0.25256154088216426,0.62,0.5916666666666667,3.0,4.0,3.0,3.0,0.0,0.0,76.03,57.887000000000036,16.4,16.333556406182627,0.0,4.152500000000001,1.4315744696608959,1.0,0.0
2018-08-31 13:45:26,44.925,6.685193095392913,6.0,1.0,14.0,0.3684210526315789,38.0,0.5333333333333333,1.2763744171131977,26.0,7.0,8.0,0.058333333333333334,0.350170026728513,1029.0,0.0,109305.0,0.5916666666666667,1.0,0.7566666666666666,0.24511816163896552,0.5900000000000001,0.48333333333333334,1.0,0.8075833333333332,0.24613651958721963,0.69,0.38333333333333336,1.0,0.7297500000000002,0.24445948780211113,0.78,0.5166666666666667,3.0,4.0,3.0,3.0,0.0,0.0,77.65,56.72699999999998,22.47,14.533692099752908,0.0,4.3475,1.6527015062943342,3.0,0.18421052631578946
2018-08-31 13:55:39,47.446280991735534,4.924344987276889,57.0,0.0,50.0,0.2183406113537118,229.0,0.2066115702479339,0.657233537538229,16.0,3.0,11.0,0.0,0.0,978.0,0.0,74976.0,0.6942148760330579,1.0,0.6965289256198347,0.2519183424041794,0.62,0.5950413223140496,1.0,0.8833884297520662,0.12303491184082854,0.38,0.4793388429752066,1.0,0.7123140495867768,0.2348040329387413,0.54,0.6115702479338843,3.0,4.0,3.0,4.0,0.0,0.0,75.83,56.03925619834706,23.73,14.932479597915037,0.0,4.5446280991735515,1.6335008628312757,6.0,0.24890829694323144
2018-08-31 14:05:39,43.6198347107438,4.595752021064503,0.0,0.0,0.0,0.0,0.0,0.03305785123966942,0.17953106961937734,4.0,0.0,4.0,0.0,0.0,479.0,0.0,16030.0,0.9008264462809917,1.0,0.7403305785123966,0.2565993436088561,0.61,0.512396694214876,1.0,0.9098347107438015,0.10668476516568476,0.4,0.4049586776859504,1.0,0.7430578512396692,0.23980840607731918,0.55,0.5454545454545454,3.0,4.0,3.0,4.0,0.0,0.0,76.15,55.4282644628099,23.29,15.703152851029941,0.0,4.528099173553719,1.8624456654488775,1.0,0.0
2018-08-31 14:11:44,43.78512396694215,4.334371564541294,3.0,0.0,2.0,1.0,2.0,0.1322314049586777,0.44613429891925643,12.0,2.0,9.0,0.008264462809917356,0.0909090909090909,938.0,0.0,57770.0,0.7520661157024794,1.0,0.7335537190082645,0.2591520129966587,0.61,0.5206611570247934,1.0,0.8891735537190083,0.12695528593996852,0.51,0.45454545454545453,1.0,0.7291735537190082,0.24667990992667513,0.56,0.5454545454545454,4.0,3.0,3.0,3.0,0.008264462809917356,0.09090909090909088,75.86,55.83793388429754,24.28,15.851434683615416,0.0,4.454545454545454,1.6958282145704888,3.0,1.5
2018-08-31 14:21:44,54.01652892561984,12.640532340500524,28.0,0.0,6.0,0.15789473684210525,38.0,0.8016528925619835,1.4978864816286086,38.0,10.0,13.0,0.049586776859504134,0.40520035516234615,621.0,0.0,87056.0,0.5702479338842975,1.0,0.6190082644628097,0.22424467648336605,0.61,0.7355371900826446,1.0,0.8094214876033059,0.17629188637342885,0.56,0.48760330578512395,1.0,0.6589256198347105,0.2205251370890726,0.61,0.6446280991735537,4.0,3.0,3.0,3.0,0.0,0.0,89.06,64.15669421487604,27.01,12.464658598642655,0.0,4.035537190082644,1.275137868633051,5.0,0.7368421052631579
2018-08-31 14:20:26,53.24166666666667,12.881486835037038,29.0,0.0,7.0,0.175,40.0,0.7333333333333333,1.3703543879082478,38.0,10.0,15.0,0.025,0.20343685659646082,621.0,0.0,87774.0,0.5333333333333333,1.0,0.6127499999999999,0.22032429307193294,0.5800000000000001,0.7416666666666667,1.0,0.8205000000000001,0.15965745896036512,0.51,0.5166666666666667,1.0,0.6645833333333332,0.22162082780399178,0.56,0.65,3.0,4.0,3.0,3.0,0.0,0.0,89.06,63.69133333333333,31.67,12.601589397775985,0.0,4.123333333333334,1.2715195259066634,6.0,0.725
2018-08-31 14:30:26,56.266666666666666,13.930640512842153,2.0,0.0,2.0,0.5,4.0,0.275,0.8884175337563506,17.0,4.0,10.0,0.058333333333333334,0.45459065219648676,957.0,0.0,65305.0,0.8333333333333334,1.0,0.7076666666666668,0.24357192554390425,0.61,0.575,1.0,0.7241666666666661,0.30527734554513086,0.77,0.43333333333333335,1.0,0.7039999999999998,0.2433429643924962,0.62,0.6,3.0,4.0,3.0,3.0,0.0,0.0,86.38,57.02183333333335,20.14,16.005566362795086,0.0,4.389166666666667,1.8625362591172847,2.0,0.5
