,Accuracy,Fmeasure,Precision,Recall
0,0.3333333333333333,0.32222222222222224,0.3703703703703704,0.3333333333333333
1,0.2222222222222222,0.2074074074074074,0.2222222222222222,0.2222222222222222
2,0.3333333333333333,0.29841269841269846,0.32407407407407407,0.3333333333333333
3,0.2222222222222222,0.19444444444444445,0.3492063492063492,0.2222222222222222
4,0.4444444444444444,0.39999999999999997,0.4259259259259259,0.4444444444444444
5,0.3333333333333333,0.3222222222222222,0.39814814814814814,0.3333333333333333
6,0.4444444444444444,0.34074074074074073,0.3611111111111111,0.4444444444444444
7,0.25,0.22222222222222224,0.2,0.25
8,0.5,0.4291666666666667,0.4583333333333333,0.5
9,0.25,0.23958333333333331,0.2708333333333333,0.25
